City,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
273,Popovo,BG,2020-10-25 15:55:14,43.35,26.23,59.0,82,100,2.24,overcast clouds
274,Padang,ID,2020-10-25 15:55:14,-0.95,100.35,78.84,72,87,2.8,overcast clouds
275,Rundu,NA,2020-10-25 15:55:14,-17.93,19.77,97.92,10,47,7.56,scattered clouds
276,Susanville,US,2020-10-25 15:53:10,40.42,-120.65,35.6,59,90,13.87,overcast clouds
277,Lagoa,PT,2020-10-25 15:55:15,39.05,-27.98,64.17,65,88,8.48,overcast clouds
278,Acapulco,MX,2020-10-25 15:53:22,16.86,-99.89,82.4,88,75,3.36,smoke
279,Cache Creek,CA,2020-10-25 15:55:15,50.81,-121.32,8.01,84,1,3.36,clear sky
280,San Patricio,US,2020-10-25 15:55:15,28.02,-97.52,80.01,74,90,9.17,overcast clouds
281,Shimoda,JP,2020-10-25 15:55:16,34.67,138.95,60.82,59,0,6.55,clear sky
282,Kavarna,BG,2020-10-25 15:55:16,43.43,28.33,66.2,88,75,8.05,broken clouds
283,Savannah Bight,HN,2020-10-25 15:55:16,16.45,-85.85,82.8,79,100,17.49,moderate rain
284,Mahajanga,MG,2020-10-25 15:55:16,-15.72,46.32,82.4,65,20,10.29,few clouds
285,Vinces,EC,2020-10-25 15:55:16,-1.55,-79.73,80.6,65,75,5.82,broken clouds
286,Ust-Kuyga,RU,2020-10-25 15:55:16,70.02,135.6,6.46,90,88,8.61,overcast clouds
287,Malkapur,IN,2020-10-25 15:53:30,20.88,76.2,77.79,61,8,4.21,clear sky
288,Saldanha,ZA,2020-10-25 15:55:17,-33.01,17.94,68.0,56,66,20.8,broken clouds
289,Eucaliptus,BO,2020-10-25 15:55:17,-17.58,-67.52,62.65,29,71,3.06,broken clouds
290,Anqing,CN,2020-10-25 15:55:17,30.51,117.05,62.69,56,97,1.14,light rain
291,Codrington,AU,2020-10-25 15:55:17,-38.27,141.97,48.42,70,0,14.2,clear sky
292,Esso,RU,2020-10-25 15:55:17,55.93,158.7,30.72,95,100,4.79,overcast clouds
293,Lodwar,KE,2020-10-25 15:55:17,3.12,35.6,92.34,29,91,17.65,overcast clouds
294,Ponta Do Sol,PT,2020-10-25 15:55:17,32.67,-17.1,73.4,53,20,8.05,few clouds
295,Arkhangelsk,RU,2020-10-25 15:54:28,64.54,40.54,33.8,94,90,2.24,overcast clouds
296,Kalmunai,LK,2020-10-25 15:55:18,7.42,81.82,81.16,78,100,6.17,light rain
297,Severo-Kurilsk,RU,2020-10-25 15:55:18,50.68,156.12,43.07,84,31,5.61,scattered clouds
298,Muros,ES,2020-10-25 15:55:18,42.78,-9.06,57.0,92,12,5.99,few clouds
299,Powell River,CA,2020-10-25 15:55:18,49.85,-124.54,33.8,100,75,3.36,broken clouds
300,Vilyuysk,RU,2020-10-25 15:55:19,63.76,121.62,17.15,97,100,5.66,overcast clouds
301,Dikson,RU,2020-10-25 15:52:25,73.51,80.55,18.25,97,95,11.5,overcast clouds
302,Tieli,CN,2020-10-25 15:55:19,46.95,128.05,33.75,90,0,3.42,clear sky
303,Gat,IL,2020-10-25 15:51:03,31.61,34.76,81.0,69,20,6.93,few clouds
304,Mabaruma,GY,2020-10-25 15:55:19,8.2,-59.78,84.36,72,99,4.23,moderate rain
305,Pangai,TO,2020-10-25 15:55:19,-19.8,-174.35,76.6,80,100,17.2,light rain
306,Sassandra,CI,2020-10-25 15:55:19,4.95,-6.08,82.26,75,99,9.6,light rain
307,Tevaitoa,PF,2020-10-25 15:55:19,-16.78,-151.5,79.86,68,31,0.83,scattered clouds
308,Mount Isa,AU,2020-10-25 15:55:20,-20.73,139.5,73.4,28,21,12.75,few clouds
309,Biak,ID,2020-10-25 15:55:20,-0.91,122.88,78.01,75,27,3.71,scattered clouds
310,Iqaluit,CA,2020-10-25 15:55:20,63.75,-68.51,10.4,85,20,10.29,few clouds
311,Jinxiang,CN,2020-10-25 15:55:20,27.43,120.61,62.87,78,62,5.44,broken clouds
312,Freeport,US,2020-10-25 15:52:30,40.66,-73.58,52.0,53,1,13.87,clear sky
313,Sao Filipe,CV,2020-10-25 15:55:20,14.9,-24.5,83.84,60,91,17.69,overcast clouds
314,Buraydah,SA,2020-10-25 15:55:20,26.33,43.98,80.6,15,0,2.24,clear sky
315,Hasaki,JP,2020-10-25 15:55:20,35.73,140.83,50.0,87,20,4.7,few clouds
316,Verkh-Usugli,RU,2020-10-25 15:55:21,52.7,115.17,27.55,95,100,0.85,overcast clouds
317,Auki,SB,2020-10-25 15:55:21,-8.77,160.7,77.45,81,100,2.35,overcast clouds
318,Oistins,BB,2020-10-25 15:55:21,13.07,-59.53,87.8,70,40,19.46,scattered clouds
319,Pierre,US,2020-10-25 15:54:22,44.37,-100.35,19.4,79,90,10.29,overcast clouds
320,Prieska,ZA,2020-10-25 15:55:21,-29.66,22.75,96.98,9,71,17.11,broken clouds
321,Morondava,MG,2020-10-25 15:55:21,-20.28,44.28,79.25,68,27,13.82,scattered clouds
322,Nemsova,SK,2020-10-25 15:55:21,48.97,18.12,54.0,89,46,3.15,scattered clouds
323,Caravelas,BR,2020-10-25 15:55:22,-17.71,-39.25,80.74,69,100,5.97,light rain
324,Marshall,US,2020-10-25 15:55:22,34.38,-86.33,64.99,100,90,2.21,overcast clouds
325,Victor Harbor,AU,2020-10-25 15:55:22,-35.57,138.62,53.01,72,32,1.01,scattered clouds
326,Roma,US,2020-10-25 15:54:04,43.21,-75.46,45.0,51,1,3.36,clear sky
327,Abu Dhabi,AE,2020-10-25 15:55:22,24.47,54.37,86.0,51,0,5.82,clear sky
328,Luderitz,NA,2020-10-25 15:55:22,-26.65,15.16,71.19,44,29,26.73,scattered clouds
329,Khandyga,RU,2020-10-25 15:55:22,62.67,135.6,6.76,93,0,1.66,clear sky
330,Ilulissat,GL,2020-10-25 15:55:23,69.22,-51.1,17.6,52,23,1.12,few clouds
331,Airai,TL,2020-10-25 15:55:23,-8.93,125.41,62.56,100,100,1.34,overcast clouds
332,Kayerkan,RU,2020-10-25 15:55:23,69.35,87.76,10.4,85,75,11.18,light snow
333,Elizabeth City,US,2020-10-25 15:52:38,36.29,-76.25,66.2,93,90,14.99,moderate rain
334,Bac Lieu,VN,2020-10-25 15:55:23,9.29,105.72,78.03,88,78,4.76,broken clouds
335,Maningrida,AU,2020-10-25 15:55:23,-12.07,134.27,79.57,74,95,4.14,overcast clouds
336,Lompoc,US,2020-10-25 15:55:23,34.64,-120.46,59.0,82,90,5.48,overcast clouds
337,Lorengau,PG,2020-10-25 15:55:24,-2.02,147.27,82.24,71,74,3.58,broken clouds
338,Samarai,PG,2020-10-25 15:55:24,-10.62,150.67,79.66,84,53,1.95,light rain
339,Cabo San Lucas,MX,2020-10-25 15:55:24,22.89,-109.91,84.0,54,20,17.22,few clouds
340,Smithers,CA,2020-10-25 15:55:24,54.78,-127.17,15.8,85,75,2.24,broken clouds
341,Scarborough,GB,2020-10-25 15:50:32,54.28,-0.4,52.0,76,27,3.0,scattered clouds
342,Unguia,CO,2020-10-25 15:55:24,8.04,-77.09,87.28,61,94,4.76,light rain
343,Sitka,US,2020-10-25 15:50:32,57.05,-135.33,42.8,52,90,10.29,overcast clouds
344,Petukhovo,RU,2020-10-25 15:55:25,55.07,67.9,40.93,93,93,5.95,overcast clouds
345,Pindiga,NG,2020-10-25 15:55:25,9.98,10.93,89.6,29,99,10.29,haze
346,Salisbury,GB,2020-10-25 15:54:41,51.07,-1.8,53.6,71,18,12.75,few clouds
347,Sheltozero,RU,2020-10-25 15:55:25,61.37,35.37,36.93,81,42,9.98,scattered clouds
348,Tiksi,RU,2020-10-25 15:55:25,71.69,128.87,5.54,90,100,31.52,overcast clouds
349,Mahina,PF,2020-10-25 15:55:25,-17.51,-149.49,77.0,78,75,3.36,broken clouds
350,Aykhal,RU,2020-10-25 15:55:25,66.0,111.5,-2.7,82,0,3.51,clear sky
351,Troitsko-Pechorsk,RU,2020-10-25 15:55:26,62.71,56.2,24.49,98,100,2.84,overcast clouds
352,Churapcha,RU,2020-10-25 15:55:26,62.0,132.43,5.76,93,0,2.93,clear sky
353,Livingston,GB,2020-10-25 15:55:26,55.9,-3.52,52.0,66,40,20.8,scattered clouds
354,Albury,AU,2020-10-25 15:55:26,-36.08,146.92,55.4,58,75,13.87,broken clouds
355,Zhigansk,RU,2020-10-25 15:51:14,66.77,123.37,-0.76,88,0,4.25,clear sky
356,Zyryanka,RU,2020-10-25 15:55:26,65.75,150.85,19.13,96,100,4.92,overcast clouds
357,Georgetown,MY,2020-10-25 15:50:44,5.41,100.34,78.8,94,40,4.97,moderate rain
358,Sulangan,PH,2020-10-25 15:55:27,11.14,123.72,80.24,87,100,25.55,moderate rain
359,Carauari,BR,2020-10-25 15:55:27,-4.88,-66.9,78.12,91,100,4.45,moderate rain
360,Sisimiut,GL,2020-10-25 15:55:27,66.94,-53.67,22.55,86,97,7.52,overcast clouds
361,Banska Stiavnica,SK,2020-10-25 15:55:27,48.45,18.91,57.2,87,75,1.28,broken clouds
362,Chudniv,UA,2020-10-25 15:55:27,50.05,28.12,50.77,77,100,6.62,overcast clouds
363,College,US,2020-10-25 15:55:27,64.86,-147.8,26.01,79,75,2.01,broken clouds
364,Chara,RU,2020-10-25 15:55:27,56.91,118.26,31.06,90,100,1.79,overcast clouds
365,Areia Branca,BR,2020-10-25 15:51:40,-4.96,-37.14,88.92,54,6,18.75,clear sky
366,Inuvik,CA,2020-10-25 15:55:28,68.35,-133.72,26.6,86,90,11.41,light snow
367,Henties Bay,NA,2020-10-25 15:55:28,-22.12,14.28,62.01,84,4,5.99,clear sky
368,Jiwani,PK,2020-10-25 15:55:28,25.05,61.74,77.04,59,0,12.06,clear sky
369,Harindanga,IN,2020-10-25 15:55:28,22.04,88.32,80.6,88,20,4.52,haze
370,Medina,SA,2020-10-25 15:55:28,24.47,39.61,93.2,6,0,3.29,clear sky
371,Hosakote,IN,2020-10-25 15:55:28,14.28,77.17,75.78,65,88,6.22,overcast clouds
372,Sinnamary,GF,2020-10-25 15:55:29,5.38,-52.95,87.69,59,1,11.61,clear sky
373,Pafos,CY,2020-10-25 15:55:29,34.77,32.42,77.0,65,0,4.7,clear sky
374,Mildura,AU,2020-10-25 15:55:29,-34.2,142.15,50.0,71,25,8.05,scattered clouds
375,Algeciras,ES,2020-10-25 15:55:29,36.13,-5.45,69.8,56,40,16.11,scattered clouds
376,Kanye,BW,2020-10-25 15:55:29,-24.97,25.33,89.24,15,63,7.94,broken clouds
377,Aguimes,ES,2020-10-25 15:55:29,27.91,-15.45,75.0,64,20,24.16,few clouds
378,Bonavista,CA,2020-10-25 15:55:29,48.65,-53.11,50.0,80,100,15.01,overcast clouds
379,Karratha,AU,2020-10-25 15:55:30,-20.74,116.85,69.15,88,0,12.17,clear sky
380,Tiznit,MA,2020-10-25 15:55:30,29.58,-9.5,75.22,31,2,7.96,clear sky
381,Lira,UG,2020-10-25 15:55:30,2.23,32.91,73.26,78,100,2.17,light rain
382,Malanville,BJ,2020-10-25 15:55:30,11.87,3.39,96.39,19,47,7.43,scattered clouds
383,Grindavik,IS,2020-10-25 15:55:30,63.84,-22.43,42.8,81,75,16.11,broken clouds
384,Cabedelo,BR,2020-10-25 15:50:34,-6.98,-34.83,86.0,66,75,11.41,broken clouds
385,Wanaka,NZ,2020-10-25 15:55:30,-44.7,169.15,52.0,81,100,1.01,overcast clouds
386,Cururupu,BR,2020-10-25 15:55:30,-1.83,-44.87,88.16,56,92,7.16,overcast clouds
387,Port Augusta,AU,2020-10-25 15:55:31,-32.5,137.77,53.6,50,90,12.75,overcast clouds
388,Badou,TG,2020-10-25 15:55:31,7.58,0.6,84.43,67,69,2.04,light rain
389,Hirara,JP,2020-10-25 15:55:31,24.8,125.28,75.45,67,82,15.93,broken clouds
390,Cockburn Town,TC,2020-10-25 15:53:37,21.46,-71.14,83.71,78,63,23.09,broken clouds
391,Hualmay,PE,2020-10-25 15:55:31,-11.1,-77.61,69.04,67,11,11.18,few clouds
392,Vanavara,RU,2020-10-25 15:55:31,60.34,102.28,24.39,94,57,5.59,broken clouds
393,Salinas,US,2020-10-25 15:50:56,36.68,-121.66,60.8,77,90,4.7,overcast clouds
394,Leningradskiy,RU,2020-10-25 15:55:32,69.38,178.42,24.98,89,0,5.5,clear sky
395,Lavrentiya,RU,2020-10-25 15:55:32,65.58,-171.0,32.43,94,74,10.67,broken clouds
396,Kenai,US,2020-10-25 15:53:47,60.55,-151.26,42.8,75,90,20.8,overcast clouds
397,Westport,US,2020-10-25 15:55:22,41.14,-73.36,50.0,53,1,9.17,clear sky
398,Harstad,NO,2020-10-25 15:55:32,68.8,16.53,41.0,60,75,24.16,shower rain
399,Santa Cruz Do Rio Pardo,BR,2020-10-25 15:52:59,-22.9,-49.63,90.45,41,11,3.29,few clouds
400,Neepawa,CA,2020-10-25 15:55:32,50.23,-99.47,21.2,85,90,10.29,overcast clouds
401,Mansoa,GW,2020-10-25 15:55:32,12.07,-15.32,95.74,38,32,5.84,scattered clouds
402,Kahului,US,2020-10-25 15:55:33,20.89,-156.47,75.2,64,1,5.82,clear sky
403,Yatsushiro,JP,2020-10-25 15:55:33,32.5,130.6,50.0,93,77,3.0,broken clouds
404,Calafell,ES,2020-10-25 15:55:33,41.2,1.57,66.99,100,85,4.0,overcast clouds
405,Gogrial,SS,2020-10-25 15:55:33,8.53,28.1,84.78,48,64,0.76,broken clouds
406,Barranca,PE,2020-10-25 15:55:33,-10.75,-77.77,67.69,70,36,11.97,scattered clouds
407,Hrubieszow,PL,2020-10-25 15:55:33,50.8,23.89,52.68,78,100,8.72,overcast clouds
408,Kungurtug,RU,2020-10-25 15:55:33,50.6,97.52,15.35,82,4,1.05,clear sky
409,Garden City,US,2020-10-25 15:55:33,42.33,-83.33,46.0,60,90,10.29,overcast clouds
410,Roebourne,AU,2020-10-25 15:55:34,-20.78,117.13,68.63,90,0,12.1,light rain
411,El Ejido,ES,2020-10-25 15:55:34,36.78,-2.81,68.0,64,0,16.11,clear sky
412,Ahipara,NZ,2020-10-25 15:55:34,-35.17,173.17,56.01,92,10,4.09,clear sky
413,Dolinsk,RU,2020-10-25 15:55:34,47.35,142.8,32.0,87,75,2.24,mist
414,Nemuro,JP,2020-10-25 15:55:34,43.32,145.57,48.94,74,3,19.1,clear sky
415,Mufumbwe,ZM,2020-10-25 15:55:34,-13.68,24.8,84.7,19,8,5.03,clear sky
416,San Anselmo,US,2020-10-25 15:55:16,37.97,-122.56,57.2,76,90,6.93,overcast clouds
417,Ostrovnoy,RU,2020-10-25 15:55:34,68.05,39.51,29.44,92,67,11.1,broken clouds
418,Borazjan,IR,2020-10-25 15:55:35,29.27,51.22,84.2,54,0,4.7,clear sky
419,Mareeba,AU,2020-10-25 15:55:35,-17.0,145.43,73.4,88,75,2.24,broken clouds
420,Port Macquarie,AU,2020-10-25 15:55:35,-31.43,152.92,60.01,96,59,8.68,broken clouds
421,Buala,SB,2020-10-25 15:55:35,-8.14,159.59,79.63,77,100,1.97,overcast clouds
422,Dejen,ET,2020-10-25 15:55:35,10.17,38.13,57.52,51,0,4.0,clear sky
423,Kozhva,RU,2020-10-25 15:55:35,65.11,57.05,23.59,98,95,5.37,light snow
424,Fairbanks,US,2020-10-25 15:55:35,64.84,-147.72,26.01,85,90,2.08,overcast clouds
425,Abalak,RU,2020-10-25 15:55:36,58.13,68.59,33.87,99,100,5.5,overcast clouds
426,Whitehorse,CA,2020-10-25 15:55:36,60.72,-135.05,23.0,79,90,6.93,overcast clouds
427,Vostok,RU,2020-10-25 15:55:36,46.49,135.88,31.17,100,98,3.02,overcast clouds
428,Ojinaga,MX,2020-10-25 15:55:36,29.57,-104.42,69.8,40,1,4.7,clear sky
429,Tezu,IN,2020-10-25 15:55:36,27.92,96.17,72.82,74,0,3.06,clear sky
430,Jackson,US,2020-10-25 15:55:36,42.42,-122.83,41.0,74,1,5.23,clear sky
431,Nipawin,CA,2020-10-25 15:55:37,53.37,-104.0,23.0,67,90,10.29,overcast clouds
432,Ciudad Bolivar,VE,2020-10-25 15:55:37,8.12,-63.55,88.84,57,41,7.23,scattered clouds
433,Bellevue,US,2020-10-25 15:55:37,47.61,-122.2,37.99,80,20,4.85,few clouds
434,Yei,SS,2020-10-25 15:55:37,4.09,30.68,72.25,90,100,1.5,overcast clouds
435,Blackfoot,US,2020-10-25 15:55:37,43.19,-112.34,17.01,40,52,15.99,broken clouds
436,Belaya Gora,RU,2020-10-25 15:55:37,68.53,146.42,10.83,93,0,6.24,clear sky
437,Boshan,CN,2020-10-25 15:55:37,36.48,117.83,55.99,54,75,4.09,broken clouds
438,Belmonte,BR,2020-10-25 15:55:38,-15.86,-38.88,82.4,69,75,14.99,broken clouds
439,Dubovskoye,RU,2020-10-25 15:55:38,47.41,42.76,59.13,65,37,9.31,scattered clouds
440,Esperance,AU,2020-10-25 15:55:38,-33.87,121.9,53.6,76,0,13.87,clear sky
441,Finschhafen,PG,2020-10-25 15:55:38,-6.6,147.87,79.16,79,100,6.85,moderate rain
442,Iracoubo,GF,2020-10-25 15:55:38,5.48,-53.2,87.01,61,2,12.17,clear sky
443,Letka,RU,2020-10-25 15:55:38,59.6,49.42,30.06,98,96,4.34,overcast clouds
444,Nortelandia,BR,2020-10-25 15:55:38,-14.45,-56.8,97.25,36,77,7.74,broken clouds
445,Maseru,LS,2020-10-25 15:55:39,-29.32,27.48,84.6,18,47,4.12,scattered clouds
446,Porbandar,IN,2020-10-25 15:55:39,21.64,69.61,83.53,62,0,7.9,clear sky
447,Hami,CN,2020-10-25 15:54:03,42.8,93.45,43.99,50,0,5.41,clear sky
448,Altay,CN,2020-10-25 15:55:39,47.87,88.12,27.23,75,1,1.57,clear sky
449,Slave Lake,CA,2020-10-25 15:55:39,55.28,-114.77,8.6,78,20,3.36,few clouds
450,Walvis Bay,NA,2020-10-25 15:55:39,-22.96,14.51,68.0,60,13,10.29,few clouds
451,Colquechaca,BO,2020-10-25 15:55:39,-18.67,-66.02,51.8,43,98,4.34,overcast clouds
452,Sudbury,CA,2020-10-25 15:55:39,46.49,-80.99,35.01,76,90,6.93,overcast clouds
453,Ola,RU,2020-10-25 15:55:39,59.58,151.28,37.51,78,100,14.0,overcast clouds
454,Alice Springs,AU,2020-10-25 15:55:40,-23.7,133.88,62.6,33,0,9.17,clear sky
455,Elk Point,US,2020-10-25 15:55:40,42.68,-96.68,26.01,93,100,7.0,light rain
456,Vaitape,PF,2020-10-25 15:55:40,-16.52,-151.75,80.35,68,34,0.72,scattered clouds
457,Acajutla,SV,2020-10-25 15:52:02,13.59,-89.83,78.01,90,88,3.69,overcast clouds
458,Lourdes,FR,2020-10-25 15:55:40,43.1,-0.05,59.0,77,75,4.7,broken clouds
459,Nome,US,2020-10-25 15:55:40,64.5,-165.41,37.4,86,90,5.82,overcast clouds
460,Flin Flon,CA,2020-10-25 15:55:40,54.77,-101.86,24.8,73,90,5.82,light snow
461,Olafsvik,IS,2020-10-25 15:55:40,64.89,-23.71,41.88,81,98,28.57,overcast clouds
462,Antofagasta,CL,2020-10-25 15:51:42,-23.65,-70.4,60.8,67,90,16.11,overcast clouds
463,Emerald,AU,2020-10-25 15:55:41,-23.53,148.17,69.8,64,0,4.7,light rain
464,Bozhou,CN,2020-10-25 15:55:41,33.88,115.77,57.54,59,34,3.89,light rain
465,Davidson,US,2020-10-25 15:53:27,36.15,-86.78,55.0,87,90,5.82,overcast clouds
466,Norman Wells,CA,2020-10-25 15:55:41,65.28,-126.83,15.8,92,75,3.36,broken clouds
467,Mayuge,UG,2020-10-25 15:55:41,0.46,33.48,70.79,78,100,2.64,light rain
468,Krasnogorsk,RU,2020-10-25 15:54:34,55.82,37.32,46.4,81,75,6.71,light rain
469,Bafia,CM,2020-10-25 15:55:41,4.75,11.23,79.5,83,17,2.26,light rain
470,Obala,CM,2020-10-25 15:55:42,4.17,11.53,71.6,94,75,9.17,thunderstorm with light rain
471,Eureka,US,2020-10-25 15:55:01,40.8,-124.16,46.99,95,1,3.18,clear sky
472,Jurado,CO,2020-10-25 15:55:42,7.11,-77.76,82.67,72,79,5.77,light rain
473,Marsa Matruh,EG,2020-10-25 15:55:42,31.35,27.25,75.2,69,40,12.75,scattered clouds
474,Hay River,CA,2020-10-25 15:55:42,60.82,-115.8,10.4,85,75,4.7,broken clouds
475,Vegueta,PE,2020-10-25 15:55:42,-11.02,-77.64,68.32,69,11,11.56,few clouds
476,Archidona,ES,2020-10-25 15:55:43,37.1,-4.39,73.0,44,45,11.01,scattered clouds
477,Pedernales,DO,2020-10-25 15:55:43,18.04,-71.74,86.0,74,40,18.34,scattered clouds
478,Veraval,IN,2020-10-25 15:55:43,20.9,70.37,83.05,62,0,6.64,clear sky
479,Tecoanapa,MX,2020-10-25 15:55:43,16.52,-98.75,83.77,70,69,3.78,broken clouds
480,Nyagan,RU,2020-10-25 15:55:43,62.14,65.39,25.03,98,89,4.27,overcast clouds
481,Le Port,RE,2020-10-25 15:55:43,-20.94,55.29,75.2,64,90,17.22,overcast clouds
482,Bairiki,KI,2020-10-25 15:55:43,1.33,172.98,80.6,74,20,4.7,few clouds
483,Saint-Georges,GD,2020-10-25 15:55:43,12.06,-61.75,87.8,66,20,19.46,few clouds
484,Camocim,BR,2020-10-25 15:55:43,-2.9,-40.84,91.47,47,33,17.72,scattered clouds
485,Narsaq,GL,2020-10-25 15:55:44,60.92,-46.05,41.0,41,100,16.11,overcast clouds
486,Leh,IN,2020-10-25 15:55:44,34.17,77.58,33.76,74,100,6.08,overcast clouds
487,Udachnyy,RU,2020-10-25 15:55:44,66.42,112.4,-6.38,85,0,2.35,clear sky
488,Xuddur,SO,2020-10-25 15:55:44,4.12,43.89,78.22,74,67,8.52,moderate rain
489,Mehran,IR,2020-10-25 15:55:44,33.12,46.16,66.2,19,0,2.24,clear sky
490,Winnemucca,US,2020-10-25 15:55:44,40.97,-117.74,24.8,53,1,13.87,clear sky
491,Linxia,CN,2020-10-25 15:55:44,35.6,103.21,47.77,48,100,3.56,overcast clouds
492,Kavaratti,IN,2020-10-25 15:55:45,10.57,72.64,82.27,73,43,6.67,scattered clouds
493,Valdivia,CL,2020-10-25 15:52:03,-39.81,-73.25,55.4,71,75,8.05,broken clouds
494,Hambantota,LK,2020-10-25 15:55:45,6.12,81.12,82.4,78,40,3.36,thunderstorm
495,Chicama,PE,2020-10-25 15:55:45,-7.84,-79.15,62.6,88,75,10.29,mist
496,Knysna,ZA,2020-10-25 15:55:45,-34.04,23.05,62.6,82,75,4.7,broken clouds
497,Mulchen,CL,2020-10-25 15:55:45,-37.72,-72.23,53.6,76,75,6.93,broken clouds
498,Calama,CL,2020-10-25 15:55:45,-22.47,-68.93,73.4,11,0,13.87,clear sky
499,Bayanday,RU,2020-10-25 15:55:45,53.07,105.51,25.07,90,100,12.57,overcast clouds
500,Fare,PF,2020-10-25 15:55:46,-16.7,-151.02,79.9,69,40,2.42,scattered clouds
501,Togur,RU,2020-10-25 15:55:46,58.36,82.83,25.86,95,99,10.74,overcast clouds
502,Yanam,IN,2020-10-25 15:55:46,16.73,82.22,86.0,55,24,6.93,few clouds
503,Borovskoy,KZ,2020-10-25 15:55:46,53.8,64.15,45.09,80,100,7.81,overcast clouds
504,Howard Springs,AU,2020-10-25 15:55:46,-12.5,131.05,84.2,74,40,4.7,scattered clouds
505,Tadine,NC,2020-10-25 15:55:46,-21.55,167.88,71.24,82,11,10.36,few clouds
506,Qaqortoq,GL,2020-10-25 15:55:47,60.72,-46.03,41.0,41,100,16.11,overcast clouds
507,Damara,CF,2020-10-25 15:55:47,4.96,18.7,84.2,74,75,4.7,broken clouds
508,Najran,SA,2020-10-25 15:55:47,17.49,44.13,78.8,11,0,8.05,clear sky
509,Kursk,RU,2020-10-25 15:55:47,51.73,36.19,50.0,81,90,2.24,overcast clouds
510,Bathsheba,BB,2020-10-25 15:55:47,13.22,-59.52,87.8,70,40,19.46,scattered clouds
511,Meulaboh,ID,2020-10-25 15:55:47,4.14,96.13,77.43,79,97,4.0,overcast clouds
512,Barstow,US,2020-10-25 15:55:48,34.9,-117.02,57.2,62,1,16.11,clear sky
513,Richards Bay,ZA,2020-10-25 15:55:48,-28.78,32.04,74.12,82,43,14.81,scattered clouds
514,Puerto Guzman,CO,2020-10-25 15:55:48,0.97,-76.59,91.0,43,95,4.38,overcast clouds
515,Igarka,RU,2020-10-25 15:51:22,67.47,86.58,10.4,95,100,10.8,light snow
516,Hovd,MN,2020-10-25 15:55:48,48.01,91.64,27.64,78,1,1.7,clear sky
517,Inhambane,MZ,2020-10-25 15:55:48,-23.86,35.38,80.6,74,20,11.41,few clouds
518,Nakhon Si Thammarat,TH,2020-10-25 15:55:48,8.25,100.0,75.25,90,100,2.89,overcast clouds
519,Kyshtovka,RU,2020-10-25 15:55:48,56.55,76.63,34.16,97,100,6.49,overcast clouds
520,Sisian,AM,2020-10-25 15:55:48,39.53,46.03,64.4,34,75,4.7,broken clouds
521,Kismayo,SO,2020-10-25 15:55:49,-0.36,42.55,79.79,79,65,11.07,broken clouds
522,Abhaynagar,BD,2020-10-25 15:55:49,23.01,89.4,77.52,76,49,2.19,scattered clouds
523,Bonnyville,CA,2020-10-25 15:55:49,54.27,-110.73,17.6,67,75,8.05,broken clouds
524,Chapais,CA,2020-10-25 15:55:49,49.78,-74.85,26.6,86,90,10.29,light snow
525,Okha,RU,2020-10-25 15:55:49,53.57,142.95,41.67,79,100,21.25,overcast clouds
526,Lalibela,ET,2020-10-25 15:55:49,12.03,39.03,62.08,37,1,8.39,clear sky
527,San Cristobal,VE,2020-10-25 15:55:50,7.77,-72.22,80.6,74,75,4.7,fog
528,Allanridge,ZA,2020-10-25 15:55:50,-27.75,26.64,84.99,25,34,12.8,scattered clouds
529,Hurghada,EG,2020-10-25 15:53:21,27.26,33.81,82.4,58,0,12.75,clear sky
530,Bako,ET,2020-10-25 15:55:50,5.78,36.57,66.85,84,87,4.23,light rain
531,Breclav,CZ,2020-10-25 15:55:50,48.76,16.88,54.0,93,14,6.67,few clouds
532,Totness,SR,2020-10-25 15:55:50,5.88,-56.32,88.3,61,28,11.9,scattered clouds
533,Ikom,NG,2020-10-25 15:55:50,5.97,8.71,81.0,91,79,1.39,moderate rain
534,Itarema,BR,2020-10-25 15:55:51,-2.92,-39.92,88.88,53,5,18.41,clear sky
535,Bilibino,RU,2020-10-25 15:55:51,68.05,166.44,16.38,90,81,0.38,broken clouds
536,Delmiro Gouveia,BR,2020-10-25 15:55:51,-9.39,-38.0,101.89,19,55,5.77,broken clouds
537,Kralendijk,BQ,2020-10-25 15:55:51,12.15,-68.27,89.6,66,75,19.46,broken clouds
538,Katsuura,JP,2020-10-25 15:55:51,35.13,140.3,57.2,76,20,6.93,few clouds
539,Sapouy,BF,2020-10-25 15:55:51,11.55,-1.77,95.92,18,91,5.93,overcast clouds
540,Angatuba,BR,2020-10-25 15:55:51,-23.49,-48.41,82.38,56,86,2.64,overcast clouds
541,Tias,ES,2020-10-25 15:55:51,28.96,-13.64,77.0,50,20,18.34,few clouds
542,Tucuman,AR,2020-10-25 15:52:27,-26.82,-65.22,93.2,46,50,6.93,scattered clouds
543,Gaoyou,CN,2020-10-25 15:55:52,32.79,119.43,54.0,87,0,6.51,clear sky
544,Monrovia,LR,2020-10-25 15:55:52,6.3,-10.8,89.6,70,75,6.93,broken clouds
545,Kutum,SD,2020-10-25 15:55:52,14.2,24.67,81.77,18,48,12.01,scattered clouds
546,Taga,RO,2020-10-25 15:55:52,46.95,24.05,55.4,93,75,5.88,broken clouds
547,Asyut,EG,2020-10-25 15:55:52,27.18,31.18,80.6,42,0,11.41,clear sky
