City,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
274,Tuatapere,NZ,2020-10-25 16:07:53,-46.13,167.68,45.0,96,100,4.79,light rain
275,Kyra,RU,2020-10-25 16:07:53,49.58,111.98,32.58,91,41,5.35,scattered clouds
276,Sokolo,ML,2020-10-25 16:07:54,14.73,-6.12,99.88,7,90,14.9,overcast clouds
277,Thompson,CA,2020-10-25 16:07:39,55.74,-97.86,23.0,92,90,6.93,light snow
278,Eureka,US,2020-10-25 16:07:54,40.8,-124.16,46.99,96,1,3.18,clear sky
279,Haines Junction,CA,2020-10-25 16:07:54,60.75,-137.51,24.21,92,100,1.77,overcast clouds
280,Te Anau,NZ,2020-10-25 16:04:50,-45.42,167.72,44.55,91,100,3.94,overcast clouds
281,Tanda,IN,2020-10-25 16:07:54,26.55,82.65,73.63,35,0,4.21,clear sky
282,Deogarh,IN,2020-10-25 16:07:54,21.53,84.73,73.31,54,99,1.81,overcast clouds
283,Nantucket,US,2020-10-25 16:04:38,41.28,-70.1,55.4,54,75,17.22,broken clouds
284,Atambua,ID,2020-10-25 16:07:55,-9.11,124.89,76.78,85,94,2.93,overcast clouds
285,Honiara,SB,2020-10-25 16:07:55,-9.43,159.95,73.4,100,40,4.7,scattered clouds
286,Anadyr,RU,2020-10-25 16:07:55,64.75,177.48,24.8,92,90,2.24,light snow
287,Gloversville,US,2020-10-25 16:07:55,43.05,-74.34,46.0,65,75,3.36,broken clouds
288,Souillac,MU,2020-10-25 16:07:55,-20.52,57.52,75.2,73,75,11.41,shower rain
289,Dunedin,NZ,2020-10-25 16:07:55,-45.87,170.5,48.0,90,100,8.46,moderate rain
290,Poso,ID,2020-10-25 16:07:56,-1.4,120.75,78.22,71,47,3.98,scattered clouds
291,Gidam,IN,2020-10-25 16:07:56,18.98,81.4,69.91,69,4,3.49,clear sky
292,Ponta Pora,BR,2020-10-25 16:07:56,-22.54,-55.73,84.2,58,0,8.05,clear sky
293,Swedru,GH,2020-10-25 16:07:56,5.54,-0.7,77.0,94,20,4.7,few clouds
294,Ndele,CF,2020-10-25 16:07:56,8.41,20.65,80.67,67,31,2.48,scattered clouds
295,Alibag,IN,2020-10-25 16:07:56,18.64,72.88,86.0,84,40,4.7,haze
296,Kholtoson,RU,2020-10-25 16:07:56,50.3,103.31,20.01,87,96,1.23,overcast clouds
297,Tyukhtet,RU,2020-10-25 16:07:57,56.54,89.3,27.7,85,100,7.47,overcast clouds
298,Olinda,BR,2020-10-25 16:07:57,-8.01,-34.86,84.2,66,40,11.41,scattered clouds
299,Gazanjyk,TM,2020-10-25 16:07:57,39.24,55.52,64.96,27,0,9.6,clear sky
300,Labuhan,ID,2020-10-25 16:07:57,-6.88,112.21,80.83,80,93,7.99,overcast clouds
301,San Juan,AR,2020-10-25 16:03:14,-31.54,-68.54,72.91,30,29,24.07,scattered clouds
302,Butterworth,MY,2020-10-25 16:04:24,5.4,100.36,78.8,94,40,4.68,heavy intensity rain
303,Taunggyi,MM,2020-10-25 16:07:57,20.78,97.03,62.28,100,51,1.01,broken clouds
304,Cartagena,CO,2020-10-25 16:03:24,10.4,-75.51,83.37,74,87,8.39,overcast clouds
305,Biltine,TD,2020-10-25 16:07:58,14.53,20.92,90.03,12,48,9.64,scattered clouds
306,Tasiilaq,GL,2020-10-25 16:04:50,65.61,-37.64,32.0,97,100,8.05,overcast clouds
307,Oda,JP,2020-10-25 16:07:58,35.18,132.5,55.38,69,50,7.45,scattered clouds
308,Quelimane,MZ,2020-10-25 16:07:58,-17.88,36.89,84.2,62,0,13.87,clear sky
309,Sebinkarahisar,TR,2020-10-25 16:07:58,40.29,38.42,56.79,37,49,3.18,scattered clouds
310,Uglovskoye,RU,2020-10-25 16:07:58,51.36,80.19,38.66,72,91,17.58,overcast clouds
311,Port Hardy,CA,2020-10-25 16:07:58,50.7,-127.42,35.6,80,90,3.36,overcast clouds
312,Kharp,RU,2020-10-25 16:07:59,66.8,65.81,14.81,94,100,11.18,light snow
313,Nocupetaro,MX,2020-10-25 16:07:59,19.05,-101.15,79.41,52,42,1.57,scattered clouds
314,Fort Nelson,CA,2020-10-25 16:07:59,58.81,-122.7,12.2,78,40,5.82,scattered clouds
315,Port Hueneme,US,2020-10-25 16:07:59,34.15,-119.2,64.0,72,90,8.05,overcast clouds
316,Klaksvik,FO,2020-10-25 16:07:59,62.23,-6.59,44.6,93,100,1.12,overcast clouds
317,Erzin,TR,2020-10-25 16:07:59,36.96,36.2,80.01,69,51,3.87,broken clouds
318,Tahta,EG,2020-10-25 16:08:00,26.77,31.5,82.4,30,0,14.99,clear sky
319,Wanning,CN,2020-10-25 16:08:00,18.8,110.4,75.9,90,97,2.73,overcast clouds
320,Stokmarknes,NO,2020-10-25 16:08:00,68.56,14.91,42.8,52,75,14.99,shower rain
321,Ochamchira,GE,2020-10-25 16:08:00,42.71,41.47,66.47,42,8,4.7,clear sky
322,Dawei,MM,2020-10-25 16:08:00,14.08,98.2,76.26,83,100,2.39,overcast clouds
323,Severo-Kurilsk,RU,2020-10-25 16:08:01,50.68,156.12,43.07,84,31,5.61,scattered clouds
324,Garowe,SO,2020-10-25 16:08:01,8.41,48.48,86.76,31,1,1.03,clear sky
325,Mamakan,RU,2020-10-25 16:08:01,57.82,114.0,33.21,92,100,2.98,overcast clouds
326,Pacific Grove,US,2020-10-25 16:07:03,36.62,-121.92,59.0,87,90,3.36,overcast clouds
327,Gat,IL,2020-10-25 16:08:01,31.61,34.76,80.6,69,20,6.93,few clouds
328,Pekan,MY,2020-10-25 16:08:01,3.48,103.4,77.0,94,20,11.41,heavy intensity rain
329,Sinnamary,GF,2020-10-25 16:08:02,5.38,-52.95,87.69,59,1,11.61,clear sky
330,Bandarbeyla,SO,2020-10-25 16:08:02,9.49,50.81,76.95,74,41,15.3,scattered clouds
331,Komsomolskiy,UZ,2020-10-25 16:08:02,40.43,71.72,48.2,57,0,6.93,mist
332,Yarmouth,US,2020-10-25 16:08:02,41.71,-70.23,54.0,54,40,10.29,scattered clouds
333,Kavieng,PG,2020-10-25 16:08:02,-2.57,150.8,80.04,84,97,16.84,heavy intensity rain
334,San Luis,AR,2020-10-25 16:08:02,-33.3,-66.34,60.49,35,84,18.32,broken clouds
335,Bacolod,PH,2020-10-25 16:08:02,10.67,122.95,77.58,90,100,22.68,moderate rain
336,Murgab,TM,2020-10-25 16:08:03,37.5,61.97,60.8,44,0,4.7,clear sky
337,Coacotla,MX,2020-10-25 16:08:03,17.93,-94.67,77.0,94,75,3.24,broken clouds
338,Bouna,CI,2020-10-25 16:08:03,9.27,-3.0,94.19,29,41,4.54,scattered clouds
339,Semey,KZ,2020-10-25 16:06:32,50.41,80.23,41.47,64,100,16.75,overcast clouds
340,Tessalit,ML,2020-10-25 16:08:03,20.2,1.01,95.04,10,0,18.63,clear sky
341,Aykhal,RU,2020-10-25 16:08:03,66.0,111.5,-2.7,82,0,3.51,clear sky
342,Nalut,LY,2020-10-25 16:08:04,30.33,10.85,84.88,16,28,11.88,scattered clouds
343,Mayya,RU,2020-10-25 16:08:04,61.73,130.28,3.2,84,40,3.89,mist
344,Zhigansk,RU,2020-10-25 16:08:04,66.77,123.37,-0.76,88,0,4.25,clear sky
345,Victoria,HK,2020-10-25 16:05:26,22.29,114.16,75.99,80,95,1.01,light rain
346,Mount Isa,AU,2020-10-25 16:04:44,-20.73,139.5,73.4,28,21,12.75,few clouds
347,Dalbandin,PK,2020-10-25 16:05:19,28.89,64.41,59.54,28,0,5.32,clear sky
348,Mtwara,TZ,2020-10-25 16:08:04,-10.27,40.18,80.6,69,20,12.75,few clouds
349,Bafoulabe,ML,2020-10-25 16:08:04,13.81,-10.83,101.62,9,11,9.42,few clouds
350,Lazaro Cardenas,MX,2020-10-25 16:08:05,17.96,-102.2,85.44,71,68,2.39,broken clouds
351,Morant Bay,JM,2020-10-25 16:08:05,17.88,-76.41,82.4,88,75,27.51,broken clouds
352,Huanren,CN,2020-10-25 16:08:05,41.26,125.37,40.48,73,24,1.57,few clouds
353,Ravar,IR,2020-10-25 16:08:05,31.27,56.81,54.81,34,0,5.12,clear sky
354,Ketchikan,US,2020-10-25 16:08:05,55.34,-131.65,39.2,69,90,5.82,overcast clouds
355,Nikolayevsk-Na-Amure,RU,2020-10-25 16:08:05,53.14,140.73,38.35,91,100,10.47,moderate rain
356,Emerald,AU,2020-10-25 16:08:05,-23.53,148.17,69.8,64,0,4.7,clear sky
357,Tomislavgrad,BA,2020-10-25 16:08:06,43.72,17.23,60.01,89,66,5.01,broken clouds
358,Carutapera,BR,2020-10-25 16:08:06,-1.2,-46.02,87.13,63,58,8.41,light rain
359,Bathsheba,BB,2020-10-25 16:08:06,13.22,-59.52,87.8,70,40,19.46,scattered clouds
360,Bairiki,KI,2020-10-25 16:08:06,1.33,172.98,80.6,74,20,4.7,few clouds
361,Mayumba,GA,2020-10-25 16:08:06,-3.43,10.66,78.64,84,100,9.78,light rain
362,Kanniyakumari,IN,2020-10-25 16:08:06,8.08,77.57,80.85,78,75,14.18,light rain
363,Novokizhinginsk,RU,2020-10-25 16:08:06,51.61,109.59,28.17,94,93,11.05,overcast clouds
364,Florence,IT,2020-10-25 16:07:21,43.77,11.25,68.0,68,40,5.82,scattered clouds
365,Farafangana,MG,2020-10-25 16:08:07,-22.82,47.83,73.11,79,90,10.74,overcast clouds
366,Guider,CM,2020-10-25 16:07:06,9.93,13.95,91.4,27,0,12.75,clear sky
367,Cap Malheureux,MU,2020-10-25 16:08:07,-19.98,57.61,71.01,84,39,11.01,light rain
368,Comodoro Rivadavia,AR,2020-10-25 16:08:07,-45.87,-67.5,64.4,31,20,25.28,few clouds
369,Listowel,IE,2020-10-25 16:08:08,52.45,-9.48,50.0,87,75,14.99,moderate rain
370,Egvekinot,RU,2020-10-25 16:08:08,66.32,-179.17,20.55,94,0,2.8,clear sky
371,Tautira,PF,2020-10-25 16:08:08,-17.73,-149.15,77.0,78,75,3.36,broken clouds
372,Tezu,IN,2020-10-25 16:05:23,27.92,96.17,72.82,74,0,3.06,clear sky
373,Agadez,NE,2020-10-25 16:08:08,19.75,10.25,84.36,14,0,7.94,clear sky
374,San Quintin,MX,2020-10-25 16:04:57,30.48,-115.95,66.38,72,96,10.45,overcast clouds
375,Baherden,TM,2020-10-25 16:08:08,38.44,57.43,65.79,26,0,7.63,clear sky
376,Nouadhibou,MR,2020-10-25 16:08:09,20.93,-17.03,82.4,48,100,14.99,overcast clouds
377,Leningradskiy,RU,2020-10-25 16:08:09,69.38,178.42,24.98,89,0,5.5,clear sky
378,Kabo,CF,2020-10-25 16:08:09,7.7,18.63,83.23,65,33,0.65,scattered clouds
379,Isangel,VU,2020-10-25 16:08:09,-19.55,169.27,72.86,80,1,8.41,clear sky
380,Liberal,US,2020-10-25 16:03:57,37.04,-100.92,32.0,94,90,13.87,mist
381,Muborak,UZ,2020-10-25 16:08:09,39.26,65.15,50.04,49,0,1.88,clear sky
382,Porto Novo,BJ,2020-10-25 16:08:09,6.5,2.6,84.2,79,75,9.17,broken clouds
383,Dalvik,IS,2020-10-25 16:08:10,65.97,-18.53,42.8,87,75,11.41,broken clouds
384,Sao Filipe,CV,2020-10-25 16:08:10,14.9,-24.5,83.84,60,91,17.69,overcast clouds
385,Kaeo,NZ,2020-10-25 16:08:10,-35.1,173.78,54.0,94,24,3.74,few clouds
386,Lisala,CD,2020-10-25 16:08:10,2.15,21.52,76.89,86,75,0.96,light rain
387,Northam,GB,2020-10-25 16:08:11,51.03,-4.22,54.0,88,47,8.99,light rain
388,Canilla,GT,2020-10-25 16:08:11,15.17,-90.85,75.92,67,88,2.39,overcast clouds
389,Oktyabrskoye,RU,2020-10-25 16:08:11,43.06,44.74,51.8,50,0,6.71,clear sky
390,Hami,CN,2020-10-25 16:08:11,42.8,93.45,43.99,50,0,5.41,clear sky
391,Ancud,CL,2020-10-25 16:08:11,-41.87,-73.82,55.0,71,75,8.05,broken clouds
392,Alice Springs,AU,2020-10-25 16:07:44,-23.7,133.88,62.6,33,0,9.17,clear sky
393,Baykit,RU,2020-10-25 16:08:11,61.67,96.37,16.02,94,70,2.08,broken clouds
394,San Patricio,US,2020-10-25 16:08:12,28.02,-97.52,81.0,74,90,9.17,overcast clouds
395,Tianpeng,CN,2020-10-25 16:08:12,30.99,103.94,69.01,1,50,1.61,scattered clouds
396,Terra Santa,BR,2020-10-25 16:08:12,-2.1,-56.49,98.28,34,44,4.5,scattered clouds
397,Castanos,MX,2020-10-25 16:08:12,26.78,-101.42,80.01,41,0,1.21,clear sky
398,Yvetot,FR,2020-10-25 16:08:12,49.62,0.76,50.0,100,31,9.17,scattered clouds
399,Half Moon Bay,US,2020-10-25 16:08:12,37.46,-122.43,59.0,82,90,4.7,overcast clouds
400,Igrim,RU,2020-10-25 16:08:12,63.19,64.42,25.12,98,99,5.1,light snow
401,Clyde River,CA,2020-10-25 16:08:13,70.47,-68.59,19.4,79,90,10.29,overcast clouds
402,Brigantine,US,2020-10-25 16:08:13,39.41,-74.36,54.0,76,90,6.93,overcast clouds
403,Berbera,SO,2020-10-25 16:08:13,10.44,45.01,86.14,52,0,11.14,clear sky
404,Alexandria,EG,2020-10-25 16:08:13,31.22,29.96,78.8,61,40,13.87,scattered clouds
405,Djibo,BF,2020-10-25 16:08:13,14.1,-1.63,97.9,9,2,11.48,clear sky
406,Chicama,PE,2020-10-25 16:08:13,-7.84,-79.15,62.6,88,75,10.29,mist
407,Ziro,IN,2020-10-25 16:08:13,27.63,93.83,51.87,100,4,1.54,clear sky
408,Nouakchott,MR,2020-10-25 16:08:14,18.09,-15.98,105.8,8,99,19.46,sand
409,Aberdeen,GB,2020-10-25 16:08:14,57.14,-2.1,48.99,76,75,18.34,broken clouds
410,Coruripe,BR,2020-10-25 16:07:42,-10.13,-36.18,84.6,65,51,15.46,broken clouds
411,Coahuayana,MX,2020-10-25 16:08:14,18.73,-103.68,75.2,78,20,9.17,few clouds
412,Kibre Mengist,ET,2020-10-25 16:08:14,5.88,38.98,60.33,94,64,1.43,light rain
413,Itoman,JP,2020-10-25 16:08:14,26.12,127.67,73.4,64,75,9.17,broken clouds
414,Huntington,US,2020-10-25 16:07:17,38.42,-82.45,48.99,93,90,5.82,overcast clouds
415,Minab,IR,2020-10-25 16:08:14,27.15,57.08,82.4,34,0,4.7,clear sky
416,Zaysan,KZ,2020-10-25 16:04:29,47.47,84.87,34.07,76,7,2.26,clear sky
417,Dentsville,US,2020-10-25 16:08:15,34.06,-80.96,71.6,94,90,3.36,overcast clouds
418,Abejorral,CO,2020-10-25 16:08:15,5.79,-75.43,66.99,68,75,2.24,broken clouds
419,Miasskoye,RU,2020-10-25 16:08:15,55.28,61.89,44.6,87,75,2.24,broken clouds
420,Ixtapa,MX,2020-10-25 16:05:06,20.7,-105.2,87.01,74,5,2.24,clear sky
421,Asfi,MA,2020-10-25 16:08:15,32.3,-9.24,69.06,62,0,16.22,clear sky
422,Geraldton,AU,2020-10-25 16:08:15,-28.77,114.6,66.2,82,0,5.82,clear sky
423,Simpang,ID,2020-10-25 16:08:16,-1.27,104.08,75.04,97,65,1.45,heavy intensity rain
424,Maunabo,PR,2020-10-25 16:08:16,18.01,-65.9,87.01,100,52,3.0,light rain
425,Taksimo,RU,2020-10-25 16:08:16,56.34,114.88,26.85,91,100,1.7,overcast clouds
426,Morgan City,US,2020-10-25 16:08:16,29.7,-91.21,64.0,93,90,4.7,mist
427,New Norfolk,AU,2020-10-25 16:04:38,-42.78,147.06,43.0,81,1,2.06,clear sky
428,Woodward,US,2020-10-25 16:08:16,36.43,-99.39,37.0,93,90,12.75,overcast clouds
429,Bereda,ES,2020-10-25 16:08:17,43.27,-7.54,48.0,98,31,8.01,light rain
430,Maua,BR,2020-10-25 16:04:52,-23.67,-46.46,79.0,82,75,10.29,moderate rain
431,Francisco Sa,BR,2020-10-25 16:08:17,-16.48,-43.49,73.85,79,92,9.82,light rain
432,Hovd,MN,2020-10-25 16:08:17,48.01,91.64,27.64,78,1,1.7,clear sky
433,Aracati,BR,2020-10-25 16:08:17,-4.56,-37.77,91.96,44,9,15.64,clear sky
434,Quang Ngai,VN,2020-10-25 16:08:17,15.12,108.8,75.78,92,92,4.76,light rain
435,Moroni,KM,2020-10-25 16:08:17,-11.7,43.26,78.37,72,16,1.86,few clouds
436,Vester Hassing,DK,2020-10-25 16:08:18,57.07,10.13,53.01,92,100,14.58,light rain
437,Soyo,AO,2020-10-25 16:08:18,-6.13,12.37,78.8,94,75,6.93,broken clouds
438,Pangai,TO,2020-10-25 16:08:18,-19.8,-174.35,76.6,80,100,17.2,light rain
439,Jinchang,CN,2020-10-25 16:08:18,38.5,102.17,43.83,57,55,0.69,broken clouds
440,Lerwick,GB,2020-10-25 16:05:56,60.15,-1.15,50.0,76,40,20.8,shower rain
441,Nuevitas,CU,2020-10-25 16:08:18,21.55,-77.26,84.2,74,75,11.41,broken clouds
442,Santa Cruz,BO,2020-10-25 16:07:05,-17.8,-63.17,93.2,49,75,24.16,broken clouds
443,San Jeronimo,PE,2020-10-25 16:08:19,-11.95,-75.28,64.56,37,2,1.21,light rain
444,Lagoa,PT,2020-10-25 16:08:19,39.05,-27.98,64.17,65,88,8.48,overcast clouds
445,Klyuchi,RU,2020-10-25 16:08:19,52.27,79.17,37.87,82,100,15.19,light rain
446,Jardim,BR,2020-10-25 16:08:19,-21.48,-56.14,94.73,43,7,7.25,clear sky
447,Marzuq,YE,2020-10-25 16:08:19,14.4,46.47,70.7,24,5,4.21,clear sky
448,Bundaberg,AU,2020-10-25 16:08:19,-24.85,152.35,75.0,94,75,10.29,broken clouds
449,Havre,FR,2020-10-25 16:08:20,49.58,0.33,51.8,76,0,11.41,clear sky
450,Lalitpur,NP,2020-10-25 16:08:20,27.67,85.33,64.4,88,20,3.36,few clouds
451,Kungurtug,RU,2020-10-25 16:08:20,50.6,97.52,15.35,82,4,1.05,clear sky
452,Taltal,CL,2020-10-25 16:08:20,-25.4,-70.48,66.22,53,49,8.39,scattered clouds
453,Takoradi,GH,2020-10-25 16:08:20,4.88,-1.76,80.76,82,98,10.4,light rain
454,Petropavlovsk-Kamchatskiy,RU,2020-10-25 16:08:20,53.05,158.65,37.4,100,90,4.47,light intensity shower rain
455,Laguna,US,2020-10-25 16:08:20,38.42,-121.42,55.0,81,1,5.82,clear sky
456,Aksu,CN,2020-10-25 16:08:21,41.12,80.26,51.71,39,100,5.88,overcast clouds
457,Kandi,BJ,2020-10-25 16:08:21,11.13,2.94,94.28,20,72,5.82,broken clouds
458,Saijo,JP,2020-10-25 16:08:21,33.92,133.18,57.0,73,95,1.01,overcast clouds
459,Smithers,CA,2020-10-25 16:03:28,54.78,-127.17,15.8,85,75,2.24,broken clouds
460,Platonovka,RU,2020-10-25 16:08:21,52.71,41.95,43.84,86,51,8.19,broken clouds
461,Iqaluit,CA,2020-10-25 16:08:21,63.75,-68.51,10.4,85,20,10.29,few clouds
462,Kamenka,RU,2020-10-25 16:08:21,51.32,42.77,50.0,82,30,7.45,scattered clouds
463,Ranchi,IN,2020-10-25 16:08:22,23.35,85.33,71.6,60,91,3.76,haze
464,Broome,US,2020-10-25 16:08:22,42.25,-75.83,45.0,67,80,3.0,broken clouds
465,Sharjah,AE,2020-10-25 16:04:57,25.36,55.4,86.0,42,0,5.82,clear sky
466,Berlevag,NO,2020-10-25 16:08:22,70.86,29.09,35.6,80,75,9.17,broken clouds
467,Kijang,KR,2020-10-25 16:08:22,35.24,129.21,53.6,66,0,2.24,clear sky
468,Dingle,PH,2020-10-25 16:08:22,11.0,122.67,76.23,91,100,16.75,heavy intensity rain
469,Mokhotlong,LS,2020-10-25 16:08:22,-29.29,29.07,65.14,40,88,11.45,overcast clouds
470,Srednekolymsk,RU,2020-10-25 16:08:22,67.45,153.68,13.95,93,100,2.33,overcast clouds
471,Portland,US,2020-10-25 16:05:02,45.52,-122.68,39.0,40,20,21.92,few clouds
472,Sao Francisco De Assis,BR,2020-10-25 16:08:23,-29.55,-55.13,88.95,45,46,3.42,scattered clouds
473,Sebezh,RU,2020-10-25 16:08:23,56.3,28.47,47.23,88,95,5.19,overcast clouds
474,Manica,FR,2020-10-25 16:08:23,49.0,-1.17,50.0,87,35,10.29,mist
475,Rzeszow,PL,2020-10-25 16:08:23,50.04,22.0,53.6,93,90,10.29,light intensity drizzle
476,Leirvik,NO,2020-10-25 16:08:23,59.78,5.5,50.0,87,40,13.87,scattered clouds
477,Poronaysk,RU,2020-10-25 16:08:23,49.22,143.12,41.77,85,77,8.79,broken clouds
478,Dhariwal,IN,2020-10-25 16:08:24,31.95,75.32,75.2,57,20,5.82,haze
479,Deniliquin,AU,2020-10-25 16:08:24,-35.53,144.97,51.33,78,85,11.41,overcast clouds
480,Urgut,UZ,2020-10-25 16:08:24,39.4,67.24,53.6,46,0,6.93,clear sky
481,Kuandian,CN,2020-10-25 16:08:24,40.73,124.78,42.3,71,45,2.06,scattered clouds
482,Okaihau,NZ,2020-10-25 16:08:24,-35.32,173.78,54.0,94,28,1.45,scattered clouds
483,Lorengau,PG,2020-10-25 16:08:24,-2.02,147.27,82.24,71,74,3.58,broken clouds
484,Sibiti,CG,2020-10-25 16:08:25,-3.68,13.35,80.89,72,99,3.65,overcast clouds
485,Christchurch,NZ,2020-10-25 16:05:27,-43.53,172.63,53.6,87,78,16.11,light rain
486,Qasigiannguit,GL,2020-10-25 16:06:07,68.82,-51.19,17.6,52,37,1.12,scattered clouds
487,Khorramabad,IR,2020-10-25 16:08:25,33.49,48.36,54.88,40,0,0.96,clear sky
488,Homer,US,2020-10-25 16:08:25,59.64,-151.55,48.0,75,90,6.93,light intensity shower rain
489,Santa Maria,BR,2020-10-25 16:08:25,-29.68,-53.81,87.78,47,28,4.03,scattered clouds
490,Mau,IN,2020-10-25 16:08:25,25.95,83.55,74.98,36,0,4.59,clear sky
491,College,US,2020-10-25 16:05:41,64.86,-147.8,28.0,79,75,2.01,broken clouds
492,Kirkuk,IQ,2020-10-25 16:08:26,35.47,44.39,67.77,22,100,2.62,overcast clouds
493,Somerset East,ZA,2020-10-25 16:08:26,-32.72,25.59,63.3,60,80,15.01,broken clouds
494,Caraballeda,VE,2020-10-25 16:08:26,10.61,-66.85,89.6,55,40,4.7,scattered clouds
495,Havoysund,NO,2020-10-25 16:05:39,71.0,24.66,35.6,74,75,18.34,broken clouds
496,Corinto,GR,2020-10-25 16:07:31,37.94,22.96,71.01,60,6,8.99,clear sky
497,Cadillac,US,2020-10-25 16:08:26,44.25,-85.4,37.4,74,90,4.14,overcast clouds
498,Guerrero Negro,MX,2020-10-25 16:08:26,27.98,-114.06,68.4,73,100,15.79,overcast clouds
499,Port Augusta,AU,2020-10-25 16:05:46,-32.5,137.77,53.6,50,90,12.75,overcast clouds
500,Termoli,IT,2020-10-25 16:08:27,41.99,14.99,63.0,72,1,1.01,clear sky
501,Wajid,SO,2020-10-25 16:08:27,3.81,43.25,80.46,68,64,8.52,light rain
502,Ambilobe,MG,2020-10-25 16:04:51,-13.2,49.05,77.45,67,50,2.26,scattered clouds
503,Asmara,ER,2020-10-25 16:08:27,15.33,38.93,61.88,61,79,6.91,broken clouds
504,Caravelas,BR,2020-10-25 16:08:27,-17.71,-39.25,80.74,69,100,5.97,light rain
505,Pimentel,PE,2020-10-25 16:08:27,-6.84,-79.93,73.4,60,0,5.82,clear sky
506,Sambava,MG,2020-10-25 16:08:27,-14.27,50.17,74.39,76,1,12.03,clear sky
507,Olga,RU,2020-10-25 16:08:28,43.74,135.29,37.51,80,0,5.19,clear sky
508,San Andres,CO,2020-10-25 16:04:43,12.58,-81.7,86.0,79,75,6.93,broken clouds
509,Camacha,PT,2020-10-25 16:08:28,33.08,-16.33,71.6,60,20,14.99,few clouds
510,Narsaq,GL,2020-10-25 16:08:28,60.92,-46.05,41.0,41,100,16.11,overcast clouds
511,Boralday,KZ,2020-10-25 16:08:28,43.36,76.86,41.0,52,20,4.47,smoke
512,Alihe,CN,2020-10-25 16:08:28,50.57,123.72,32.13,93,100,0.83,overcast clouds
513,Chumphon,TH,2020-10-25 16:08:29,10.33,98.83,72.03,94,71,0.27,broken clouds
514,Acapulco,MX,2020-10-25 16:04:02,16.86,-99.89,82.4,88,75,3.36,smoke
515,Miyako,JP,2020-10-25 16:08:29,39.64,141.95,49.91,78,62,4.09,broken clouds
516,Eusebio Ayala,PY,2020-10-25 16:08:29,-25.4,-56.97,98.6,35,20,19.46,few clouds
517,Bambanglipuro,ID,2020-10-25 16:08:29,-7.95,110.28,78.12,89,100,6.11,moderate rain
518,Tecoanapa,MX,2020-10-25 16:08:29,16.52,-98.75,83.77,70,69,3.78,broken clouds
519,Arvika,SE,2020-10-25 16:08:29,59.66,12.59,51.8,100,100,11.41,heavy intensity drizzle
520,Harper,LR,2020-10-25 16:08:30,4.38,-7.72,81.64,76,60,8.12,broken clouds
521,Sulangan,PH,2020-10-25 16:08:30,11.14,123.72,80.24,87,100,25.55,light rain
522,Kilrush,IE,2020-10-25 16:08:30,52.64,-9.48,51.01,81,75,19.46,light intensity shower rain
523,Umm Kaddadah,SD,2020-10-25 16:08:30,13.6,26.69,90.1,15,7,11.79,clear sky
524,Goulburn,AU,2020-10-25 16:08:30,-34.75,149.72,48.99,86,98,1.01,light rain
525,Nisia Floresta,BR,2020-10-25 16:08:30,-6.09,-35.21,87.8,62,20,18.34,few clouds
526,Madingou,CG,2020-10-25 16:08:30,-4.15,13.55,84.7,68,71,4.79,broken clouds
527,Port Lincoln,AU,2020-10-25 16:08:31,-34.73,135.87,52.25,62,57,16.75,broken clouds
528,Springdale,US,2020-10-25 16:03:57,36.19,-94.13,48.0,100,90,4.7,overcast clouds
529,San Cristobal,VE,2020-10-25 16:08:31,7.77,-72.22,80.6,74,75,4.7,fog
530,Neepawa,CA,2020-10-25 16:08:31,50.23,-99.47,21.2,85,90,10.29,overcast clouds
531,Lovozero,RU,2020-10-25 16:08:31,68.0,35.01,19.18,94,0,4.0,clear sky
532,Tooele,US,2020-10-25 16:08:32,40.53,-112.3,32.0,94,90,9.17,light snow
533,Berdigestyakh,RU,2020-10-25 16:08:32,62.1,126.7,20.79,96,94,4.68,overcast clouds
534,Rodrigues Alves,BR,2020-10-25 16:08:32,-7.74,-72.65,97.39,35,30,4.61,scattered clouds
535,Richards Bay,ZA,2020-10-25 16:08:32,-28.78,32.04,74.12,82,43,14.81,scattered clouds
536,Giyani,ZA,2020-10-25 16:08:32,-23.3,30.72,87.96,22,0,5.44,clear sky
537,Haimen,CN,2020-10-25 16:08:32,23.19,116.61,71.6,73,0,4.47,clear sky
538,Altamont,US,2020-10-25 16:08:32,42.21,-121.74,26.01,58,1,13.87,clear sky
539,Muros,ES,2020-10-25 16:08:32,42.78,-9.06,57.0,86,12,7.0,light rain
540,Progreso,MX,2020-10-25 16:04:52,21.28,-89.67,87.01,74,75,11.41,broken clouds
541,Fernie,CA,2020-10-25 16:06:57,49.5,-115.07,8.6,76,5,4.7,clear sky
542,Bilibino,RU,2020-10-25 16:04:43,68.05,166.44,16.38,90,81,0.38,broken clouds
543,Rio Grande,BR,2020-10-25 16:08:33,-32.03,-52.1,80.01,71,100,5.99,overcast clouds
544,The Valley,AI,2020-10-25 16:08:33,18.22,-63.06,87.8,74,20,14.99,few clouds
545,General Roca,AR,2020-10-25 16:08:33,-39.03,-67.58,62.6,29,0,16.11,clear sky
546,Ambon,ID,2020-10-25 16:08:33,-3.7,128.18,78.01,15,22,2.82,few clouds
547,Aripuana,BR,2020-10-25 16:08:33,-9.17,-60.63,89.71,50,96,2.89,overcast clouds
548,Krasnoarmeysk,RU,2020-10-25 16:08:33,51.02,45.7,48.0,74,88,11.99,overcast clouds
